height,weight,age,gender,activity_level,fitness_level,goal,muscle_mass,body_fat_percentage,body_fat_mass,water,protein_intake,minerals,bmi,calories,protein,carbs,fat
1.805,68.2,68,Male,3,2,gain_muscle,31.38,18.59,12.68,39.04,11.94,2.92,20.93,2545,138.8,320.4,78.7
1.845,67.2,48,Male,2,3,maintain,32.54,26.98,18.13,36.36,8.37,3.34,19.73,2218,126.0,257.3,76.1
1.613,59.7,46,Female,2,2,maintain,27.59,21.8,13.02,33.59,9.19,3.26,22.95,1679,106.7,184.6,57.1
1.592,59.2,43,Female,4,3,lose_fat,29.36,30.2,17.89,29.73,8.44,3.23,23.37,1630,96.7,192.0,52.8
1.743,91.4,66,Male,2,1,maintain,37.3,12.69,11.59,59.29,13.95,4.15,30.06,2334,153.2,252.1,79.2
1.778,79.7,61,Male,5,2,lose_fat,32.26,18.17,14.48,50.84,12.01,3.1,25.22,2601,139.8,302.8,92.3
1.635,51.1,20,Female,1,2,gain_muscle,20.34,25.51,13.04,27.11,7.82,2.4,19.13,1772,98.5,208.4,60.5
1.778,74.0,44,Male,1,2,gain_muscle,38.28,10.37,7.67,46.06,11.66,3.07,23.4,2207,158.5,232.6,71.4
1.762,97.8,23,Male,3,3,lose_fat,45.54,28.56,27.94,49.62,13.39,5.28,31.52,2433,166.4,270.8,76.0
1.606,60.6,48,Female,3,2,gain_muscle,28.61,22.02,13.34,32.87,9.54,2.38,23.46,2149,119.7,246.6,76.0
1.617,46.2,23,Female,3,1,lose_fat,22.73,31.89,14.74,22.68,6.21,2.07,17.68,1340,67.4,170.2,43.3
1.561,53.5,43,Female,3,1,maintain,20.84,20.14,10.79,31.47,7.05,2.84,21.98,1818,81.3,243.8,57.5
1.628,50.7,50,Female,4,3,lose_fat,24.01,26.73,13.56,28.32,6.74,2.38,19.13,1452,88.1,172.8,45.4
1.69,69.2,50,Female,2,1,gain_muscle,28.99,26.1,18.07,37.76,10.0,3.34,24.24,1974,130.7,220.6,63.2
1.794,68.5,54,Male,3,2,maintain,34.17,14.47,9.91,40.96,10.6,3.03,21.3,2406,138.8,271.2,85.1
1.655,59.3,48,Female,2,1,maintain,23.83,36.63,21.72,25.73,7.13,3.11,21.65,1714,94.6,198.9,60.0
1.619,69.1,58,Female,2,1,lose_fat,27.64,22.11,15.28,39.22,10.82,3.71,26.36,1413,112.5,128.9,49.7
1.724,82.5,30,Female,2,1,maintain,37.31,29.63,24.44,42.6,10.53,3.58,27.75,2208,125.6,274.3,67.6
1.724,72.0,22,Male,3,2,maintain,34.36,23.05,16.61,40.16,11.2,3.39,24.24,2622,110.8,356.4,83.7
1.623,48.9,39,Female,3,3,maintain,23.15,27.43,13.42,25.53,6.36,2.32,18.57,1771,96.8,204.9,62.7
1.609,58.9,19,Female,1,1,lose_fat,25.62,30.77,18.12,29.1,8.52,2.4,22.73,1190,76.0,117.3,46.3
1.781,82.7,56,Male,3,1,lose_fat,33.29,19.39,16.04,49.34,12.52,4.62,26.06,2106,134.4,221.8,75.7
1.703,54.8,28,Female,2,1,gain_muscle,20.99,33.36,18.3,26.78,6.65,2.88,18.92,1971,104.8,241.9,64.9
1.783,88.4,46,Male,2,1,gain_muscle,42.69,20.93,18.51,52.32,13.1,4.32,27.83,2607,144.2,323.7,81.7
1.732,81.4,62,Male,5,2,gain_muscle,34.2,25.81,21.01,45.72,10.59,4.21,27.15,3308,164.3,426.0,105.2
1.788,59.2,55,Male,2,1,gain_muscle,28.22,17.17,10.16,33.26,9.34,2.51,18.52,2166,100.7,270.5,75.7
1.593,50.1,24,Female,1,2,lose_fat,19.1,31.9,15.98,23.59,6.88,2.18,19.73,1100,72.8,120.7,36.2
1.752,71.5,41,Male,3,1,lose_fat,37.25,23.27,16.63,40.42,11.54,3.53,23.28,1977,104.5,237.6,67.6
1.645,56.9,57,Female,2,1,lose_fat,25.64,21.42,12.19,33.25,7.97,2.1,21.03,1180,88.1,125.9,36.0
1.785,77.9,53,Male,1,3,gain_muscle,34.22,28.72,22.36,40.95,11.29,3.96,24.43,2282,176.2,220.4,77.3
1.748,53.6,45,Male,4,2,lose_fat,23.19,16.93,9.07,32.38,8.4,2.8,17.54,1996,92.1,249.4,70.0
1.643,63.6,21,Male,4,2,lose_fat,33.33,20.88,13.29,36.0,10.26,2.79,23.58,2163,122.7,264.6,68.2
1.581,61.1,66,Female,1,1,maintain,27.07,32.63,19.92,29.86,8.14,2.5,24.44,1399,84.1,153.4,49.9
1.787,91.6,45,Male,3,2,gain_muscle,46.99,23.69,21.71,50.74,12.81,4.47,28.69,3022,184.9,345.8,99.9
1.619,44.2,60,Female,5,3,gain_muscle,18.0,24.17,10.67,24.0,6.2,2.0,16.84,2256,99.0,292.9,76.5
1.632,63.4,53,Female,2,1,maintain,24.46,39.76,25.21,30.48,7.32,3.18,23.81,1643,90.9,183.7,60.5
1.622,55.5,35,Female,5,3,lose_fat,26.73,24.99,13.86,30.13,8.15,2.63,21.08,1953,96.6,259.8,58.6
1.661,67.5,47,Female,1,1,lose_fat,29.72,34.15,23.06,31.6,9.31,3.22,24.47,1100,91.5,108.6,33.3
1.597,56.9,39,Female,5,2,maintain,27.71,31.39,17.85,28.84,7.63,2.7,22.29,2330,99.7,290.9,85.3
1.691,75.9,55,Female,1,1,gain_muscle,32.32,34.11,25.88,36.57,10.68,3.9,26.53,1854,131.5,194.3,61.2
1.726,83.9,68,Male,5,3,lose_fat,41.87,18.77,15.74,51.71,13.56,3.32,28.14,2549,145.8,304.7,83.0
1.787,61.8,39,Male,2,1,maintain,31.13,26.73,16.53,31.03,8.34,2.66,19.37,2152,107.5,265.8,73.2
1.532,58.6,16,Female,2,1,lose_fat,27.63,33.68,19.73,28.32,7.17,2.87,24.95,1271,82.1,136.6,44.0
1.592,60.7,36,Female,3,2,maintain,30.34,26.66,16.18,32.51,9.2,2.75,23.94,1993,109.2,230.9,70.3
1.648,52.6,17,Female,1,2,maintain,25.14,30.02,15.79,25.66,6.14,2.34,19.37,1568,96.2,182.6,50.3
1.479,46.6,48,Female,3,1,maintain,20.38,23.7,11.04,25.68,7.23,2.0,21.29,1535,76.5,186.6,53.6
1.532,61.9,58,Female,3,3,gain_muscle,22.32,35.92,22.22,28.37,8.37,2.89,26.37,2127,136.4,209.3,82.7
1.786,82.2,69,Male,3,1,gain_muscle,33.45,18.53,15.23,47.67,12.71,3.29,25.77,2644,150.7,303.1,92.1
1.831,78.1,25,Male,3,1,lose_fat,41.01,21.01,16.41,44.59,14.79,3.41,23.28,2271,124.7,274.8,74.8
1.847,90.9,57,Male,1,1,gain_muscle,38.57,22.42,20.37,50.35,13.94,4.53,26.63,2356,159.8,245.2,81.8
1.639,58.9,39,Female,2,2,maintain,26.31,27.39,16.13,31.77,8.06,3.08,21.92,1714,104.0,194.9,57.6
1.578,49.8,50,Female,3,2,maintain,21.09,29.55,14.72,24.6,7.67,2.23,19.99,1631,77.5,218.0,49.9
1.76,69.7,45,Male,1,2,lose_fat,34.63,31.42,21.91,33.65,8.98,3.42,22.52,1276,98.9,123.8,42.8
1.76,73.9,50,Male,3,2,gain_muscle,35.28,21.46,15.87,42.3,12.11,3.27,23.88,2732,136.8,310.6,104.7
1.775,84.6,26,Female,4,1,lose_fat,38.92,21.84,18.47,46.4,12.99,3.75,26.83,2514,128.6,299.2,89.2
1.552,71.1,18,Female,5,3,maintain,29.16,30.28,21.54,36.33,10.54,2.69,29.54,2699,133.9,346.2,86.5
1.673,81.9,31,Female,2,1,lose_fat,36.85,35.72,29.26,37.68,10.14,3.74,29.26,1577,98.4,187.0,48.4
1.776,77.4,22,Male,2,1,lose_fat,38.68,21.02,16.27,43.52,12.49,3.46,24.53,1920,119.6,236.2,55.2
1.778,74.9,17,Male,2,2,lose_fat,36.35,20.62,15.45,46.07,11.94,3.24,23.69,1967,124.5,220.1,65.4
1.532,47.3,29,Female,3,3,lose_fat,19.42,28.36,13.43,24.25,6.29,2.49,20.18,1294,83.5,142.1,43.5
1.78,75.8,52,Male,1,3,lose_fat,32.95,24.37,18.47,42.73,11.27,2.97,23.91,1423,148.9,115.3,40.7
1.838,90.4,57,Male,3,2,maintain,37.08,23.49,21.24,51.44,14.01,4.42,26.77,2763,157.6,318.7,95.3
1.761,60.6,35,Male,4,3,gain_muscle,27.0,11.11,6.73,41.27,11.48,3.35,19.54,3016,133.9,395.3,99.9
1.607,42.6,30,Female,1,1,maintain,20.13,32.37,13.79,20.58,5.81,2.0,16.5,1335,64.6,169.2,44.4
1.723,72.6,63,Male,1,2,gain_muscle,30.01,10.15,7.37,44.8,12.13,2.74,24.43,2048,147.3,236.7,56.9
1.775,64.6,54,Male,3,2,maintain,25.9,17.71,11.44,37.5,10.37,3.42,20.49,2325,107.7,304.4,75.2
1.64,68.7,27,Male,3,3,lose_fat,35.8,16.63,11.42,42.92,10.94,3.55,25.54,1972,132.5,216.3,64.1
1.651,60.1,28,Female,2,1,maintain,25.04,20.49,12.31,33.65,8.84,2.46,22.06,1809,86.3,236.6,57.5
1.577,55.0,28,Female,2,2,maintain,24.75,30.45,16.74,28.22,7.23,2.81,22.12,1712,102.2,197.8,56.9
1.659,68.6,38,Female,4,3,gain_muscle,31.12,45.0,30.88,27.93,7.01,3.84,24.92,2716,166.8,292.4,97.7
1.829,94.5,26,Male,2,1,maintain,44.11,21.39,20.21,54.17,14.71,3.76,28.24,2690,156.2,329.1,83.2
1.747,63.7,27,Female,1,2,maintain,26.76,20.18,12.86,37.65,9.29,3.32,20.88,1737,112.4,192.7,57.4
1.659,85.1,20,Male,2,1,maintain,44.94,25.25,21.48,44.18,13.33,3.32,30.91,2446,134.9,271.2,91.3
1.64,65.6,61,Female,4,3,lose_fat,30.31,40.53,26.6,27.11,7.31,3.31,24.4,1459,89.7,155.1,53.3
1.744,56.3,27,Female,4,2,lose_fat,26.41,28.8,16.21,30.22,7.53,3.1,18.51,1856,83.9,238.6,62.9
1.782,64.8,67,Male,1,1,lose_fat,28.39,29.88,19.37,33.28,8.94,2.72,20.42,1140,92.8,101.1,40.5
1.714,71.7,34,Female,5,2,gain_muscle,30.62,29.29,21.0,35.81,10.03,3.96,24.4,2977,140.7,370.7,103.5
1.755,61.9,18,Male,3,2,maintain,30.73,21.0,13.0,35.69,9.42,2.51,20.09,2547,96.9,344.8,86.7
1.592,65.2,33,Female,1,3,lose_fat,24.83,36.52,23.82,31.53,8.23,2.77,25.75,1100,92.5,105.1,34.4
1.649,48.4,66,Female,1,3,lose_fat,20.12,36.05,17.44,21.65,6.74,2.26,17.8,1100,77.4,116.6,36.0
1.743,80.3,53,Male,2,1,lose_fat,35.48,30.11,24.17,40.04,11.24,3.64,26.41,1624,114.1,175.8,51.6
1.587,49.4,48,Female,2,2,maintain,21.57,21.11,10.42,27.52,7.4,2.08,19.6,1464,84.2,157.2,55.4
1.877,72.4,26,Male,3,3,gain_muscle,36.31,16.38,11.86,44.69,11.15,3.86,20.55,3048,159.9,393.5,92.7
1.641,65.5,55,Female,5,2,gain_muscle,26.15,26.84,17.58,33.86,9.31,3.52,24.31,2614,120.6,349.8,81.4
1.814,82.0,41,Male,2,1,lose_fat,41.0,26.99,22.14,45.19,12.17,3.37,24.91,1821,122.0,203.0,57.9
1.598,56.6,31,Female,2,1,maintain,27.77,39.72,22.47,23.6,6.58,3.05,22.15,1705,88.8,199.3,61.4
1.683,55.9,56,Female,2,2,gain_muscle,24.53,23.45,13.1,29.72,8.99,2.91,19.73,1880,114.7,217.8,61.1
1.801,102.3,64,Male,3,1,gain_muscle,51.31,23.44,23.97,57.53,15.74,5.5,31.51,3004,188.2,320.2,107.8
1.652,71.1,26,Female,4,2,gain_muscle,33.83,27.87,19.82,38.55,9.46,2.96,26.07,2738,143.4,333.2,92.4
1.578,57.4,16,Female,4,3,maintain,28.3,36.76,21.09,25.99,6.59,2.96,23.04,2280,109.0,288.2,76.8
1.57,68.9,30,Female,3,2,lose_fat,29.02,32.44,22.36,34.47,9.78,3.15,27.97,1611,100.9,174.7,56.5
1.705,69.4,53,Female,3,3,gain_muscle,32.64,22.26,15.45,37.18,10.14,2.77,23.88,2380,151.7,267.6,78.1
1.513,54.3,58,Female,1,2,gain_muscle,24.72,22.12,12.01,29.6,8.39,2.06,23.71,1526,106.1,164.5,49.3
1.783,98.4,41,Female,2,1,maintain,45.63,24.71,24.33,53.69,13.12,4.46,30.97,2417,153.0,265.2,82.7
1.778,91.4,64,Male,1,1,gain_muscle,41.07,21.42,19.58,52.47,14.24,5.14,28.94,2210,156.9,204.8,84.8
1.705,74.5,55,Female,4,2,lose_fat,27.82,26.65,19.85,39.93,11.87,3.66,25.61,1962,122.7,202.6,73.4
1.762,62.7,68,Male,1,1,lose_fat,27.99,21.68,13.59,36.5,10.22,3.26,20.19,1175,88.9,109.4,42.4
1.627,71.8,64,Female,2,1,gain_muscle,33.07,24.02,17.24,39.35,9.56,3.58,27.1,1874,122.0,224.3,54.3
1.672,65.1,21,Female,1,1,maintain,30.14,28.95,18.86,34.83,9.45,3.57,23.3,1771,109.3,198.0,60.2
1.681,67.5,68,Male,1,3,lose_fat,29.36,19.18,12.94,39.19,10.96,3.32,23.89,1199,125.4,92.7,36.3
1.76,90.6,68,Male,2,1,gain_muscle,46.7,12.11,10.97,57.59,16.51,4.65,29.27,2495,147.1,278.9,87.9
1.542,51.2,16,Female,3,2,lose_fat,20.0,38.4,19.68,22.75,6.77,2.43,21.54,1301,68.1,163.5,41.6
1.696,87.2,54,Male,4,3,lose_fat,35.29,19.21,16.75,53.28,12.67,3.88,30.34,2424,178.7,256.8,75.8
1.854,82.3,17,Male,4,3,maintain,36.28,20.06,16.51,48.02,12.7,3.36,23.95,3321,164.2,435.6,102.4
1.795,78.7,44,Male,4,2,lose_fat,33.08,23.44,18.44,44.23,11.68,3.23,24.42,2417,124.6,310.4,75.2
1.682,77.9,22,Female,3,2,lose_fat,33.63,29.0,22.59,40.06,10.66,4.12,27.54,1929,126.1,220.0,60.5
1.844,101.1,41,Male,3,3,lose_fat,51.69,18.38,18.59,58.61,16.43,4.28,29.74,2610,209.5,235.1,92.4
1.713,63.6,16,Male,3,2,lose_fat,31.03,22.38,14.22,33.16,10.4,3.07,21.65,2015,107.9,241.5,68.6
1.518,60.3,52,Female,3,2,lose_fat,23.97,22.72,13.7,32.84,8.69,2.48,26.18,1393,104.7,132.6,49.3
1.624,51.7,19,Female,2,1,lose_fat,22.39,33.84,17.5,25.14,6.84,2.36,19.6,1272,66.2,165.2,38.5
1.677,64.3,39,Female,5,3,maintain,28.13,29.12,18.73,33.88,9.13,2.54,22.86,2476,131.8,294.2,85.8
1.8,95.4,47,Male,4,2,lose_fat,46.86,19.59,18.69,53.21,15.03,4.85,29.45,2689,170.6,300.7,89.3
1.577,60.9,17,Female,2,1,maintain,24.97,32.55,19.84,30.44,8.44,2.9,24.5,1865,92.9,248.5,55.5
1.636,60.8,18,Male,1,1,gain_muscle,26.61,8.99,5.47,40.27,10.46,3.09,22.7,2007,107.5,242.4,67.5
1.617,56.9,27,Female,5,2,gain_muscle,25.52,36.63,20.83,26.02,7.79,3.0,21.75,2683,112.7,372.4,82.5
1.831,96.0,53,Male,3,1,gain_muscle,38.64,22.41,21.52,55.04,15.85,5.33,28.64,2994,187.9,328.0,103.4
1.723,72.6,33,Female,1,1,maintain,28.61,28.49,20.69,38.13,10.72,3.22,24.45,1754,108.4,197.1,59.1
1.62,62.6,52,Female,2,1,maintain,25.23,41.8,26.16,27.16,6.99,3.07,23.85,1653,91.5,208.6,50.3
1.822,106.3,32,Male,5,2,lose_fat,50.38,22.54,23.96,58.39,15.57,5.06,32.03,3328,176.6,411.3,108.5
1.692,47.3,26,Male,5,3,lose_fat,20.91,27.49,12.99,24.72,6.49,2.44,16.5,2101,77.2,285.6,72.2
1.793,62.2,58,Male,3,1,lose_fat,29.58,18.5,11.5,36.19,9.18,2.8,19.33,1830,101.9,240.2,51.3
1.723,72.3,19,Male,2,2,gain_muscle,32.55,18.58,13.43,42.55,11.49,3.58,24.37,2599,146.7,291.1,94.2
1.522,64.4,39,Male,3,2,gain_muscle,29.68,15.04,9.69,38.26,11.94,2.89,27.81,2377,130.4,278.2,82.5
1.591,70.5,59,Male,3,1,gain_muscle,32.84,19.66,13.86,42.13,11.51,3.09,27.84,2394,118.1,308.7,76.3
1.844,88.6,34,Male,4,3,lose_fat,39.94,17.94,15.89,52.64,13.55,3.5,26.06,2726,178.1,291.7,94.1
1.847,89.7,24,Male,3,2,maintain,43.68,16.98,15.24,51.32,13.44,3.27,26.31,3028,148.1,375.1,103.9
1.721,50.6,41,Male,3,1,maintain,22.44,30.19,15.28,26.19,6.58,2.0,17.08,2149,83.5,285.0,75.0
1.572,58.4,45,Female,2,1,lose_fat,24.17,28.54,16.67,30.11,8.48,2.78,23.64,1125,75.7,134.0,31.8
1.784,76.6,64,Male,1,1,gain_muscle,39.13,15.33,11.75,46.67,13.02,3.23,24.07,2033,133.9,211.7,72.3
1.818,75.5,20,Male,1,1,maintain,38.09,24.36,18.4,40.9,11.41,3.23,22.85,2130,116.7,258.1,70.1
1.695,68.7,65,Male,5,3,maintain,31.17,24.72,16.99,38.86,10.19,3.35,23.92,2733,124.0,357.9,89.5
1.731,68.6,32,Male,4,2,gain_muscle,35.01,23.54,16.15,38.53,9.69,2.97,22.88,3035,139.6,411.5,92.3
1.749,88.0,68,Male,2,1,lose_fat,44.95,20.99,18.48,48.81,13.94,3.6,28.78,1738,137.4,158.7,61.5
1.744,88.4,65,Male,3,1,lose_fat,38.95,14.35,12.68,52.56,15.63,3.68,29.06,2151,139.4,236.6,71.9
1.781,70.7,31,Male,1,2,lose_fat,36.34,19.02,13.44,43.15,11.61,3.29,22.28,1546,114.0,158.2,50.8
1.783,81.6,40,Male,1,1,lose_fat,43.64,19.19,15.66,46.0,14.6,3.73,25.67,1562,134.8,134.6,53.8
1.62,70.9,51,Female,3,2,gain_muscle,33.05,28.53,20.22,37.18,10.04,2.92,26.99,2287,136.9,266.8,74.7
1.505,52.4,19,Female,1,2,lose_fat,24.18,29.19,15.29,25.63,8.18,2.3,23.12,1100,82.9,117.8,33.0
1.669,59.2,26,Female,2,1,gain_muscle,28.29,25.03,14.83,31.84,8.29,2.79,21.27,2009,106.7,250.2,64.6
1.634,56.7,43,Female,1,2,maintain,24.9,33.26,18.86,27.21,7.55,2.71,21.25,1488,92.4,174.8,46.6
1.707,73.6,56,Male,4,3,maintain,36.33,25.81,19.0,38.9,8.86,4.13,25.27,2617,140.3,322.2,85.2
1.765,70.0,37,Male,3,2,gain_muscle,32.52,17.78,12.44,40.3,10.41,2.97,22.46,2777,137.6,374.6,80.9
1.716,82.0,52,Female,3,3,gain_muscle,34.61,24.43,20.04,45.34,12.54,3.73,27.86,2676,178.6,285.0,91.3
1.512,56.3,52,Female,2,2,gain_muscle,24.23,30.98,17.44,28.67,7.75,2.5,24.62,1703,114.7,168.4,63.4
1.796,62.6,37,Male,1,1,maintain,26.87,20.41,12.77,37.5,9.59,2.92,19.4,1860,93.5,220.5,67.1
1.647,55.0,42,Female,2,1,lose_fat,24.69,35.2,19.37,25.87,6.94,2.69,20.3,1138,65.7,134.7,37.4
1.808,77.4,39,Male,1,2,maintain,34.82,20.4,15.79,45.64,12.46,3.74,23.67,2087,137.5,232.8,67.3
1.911,60.9,64,Male,1,1,lose_fat,27.46,21.79,13.28,33.49,9.6,2.93,16.69,1212,91.2,120.0,40.8
1.661,62.7,22,Female,1,2,gain_muscle,27.79,36.18,22.68,29.74,7.04,3.33,22.74,2001,127.8,201.9,75.8
1.609,65.5,57,Female,4,3,lose_fat,23.64,38.88,25.47,28.48,7.81,3.13,25.29,1443,93.7,151.6,51.3
1.571,56.3,58,Female,3,2,maintain,21.68,37.85,21.29,25.67,6.72,2.59,22.81,1689,96.8,207.8,52.3
1.667,55.7,22,Female,3,3,gain_muscle,27.44,28.11,15.67,27.17,8.25,3.14,20.07,2448,124.5,314.5,76.9
1.858,85.5,55,Male,4,3,lose_fat,37.55,35.0,29.91,40.15,11.09,3.35,24.76,2339,134.0,273.0,79.0
1.727,56.7,38,Male,2,1,gain_muscle,27.88,10.19,5.78,37.78,9.91,2.55,19.01,2163,99.8,292.4,66.0
1.794,82.3,45,Male,4,3,lose_fat,41.83,22.39,18.44,46.15,11.48,4.21,25.59,2424,149.7,281.5,77.7
1.743,90.6,39,Male,1,1,gain_muscle,40.23,16.9,15.32,55.08,14.91,5.23,29.83,2284,154.1,235.8,80.5
1.601,42.3,39,Female,1,2,lose_fat,19.37,24.12,10.2,23.23,5.98,2.03,16.5,1100,66.0,131.8,34.3
1.792,89.2,50,Male,3,1,gain_muscle,44.65,25.11,22.38,49.39,13.23,4.22,27.76,2911,155.4,357.7,95.4
1.813,90.2,63,Male,2,2,lose_fat,44.21,24.19,21.83,49.48,12.14,4.6,27.46,1828,156.2,161.5,61.9
1.568,72.3,39,Female,5,2,gain_muscle,35.38,22.12,15.99,42.35,11.07,3.74,29.41,2782,138.0,339.0,97.1
1.702,88.0,47,Male,1,1,lose_fat,44.68,28.37,24.98,45.52,12.12,3.29,30.4,1502,125.9,133.5,51.6
1.831,91.0,52,Male,2,1,lose_fat,38.45,19.16,17.44,54.66,14.96,4.11,27.16,1985,138.3,205.4,67.8
1.706,69.2,45,Female,1,2,lose_fat,33.73,31.96,22.11,34.82,8.28,3.45,23.76,1134,104.1,93.0,38.4
1.802,94.5,27,Male,1,2,lose_fat,49.85,22.57,21.34,55.5,13.67,3.49,29.11,1802,151.2,147.6,67.4
1.751,87.8,54,Female,1,2,gain_muscle,32.25,27.48,24.12,46.61,11.92,3.61,28.61,2160,162.1,218.8,70.7
1.637,67.5,62,Male,1,3,lose_fat,33.68,20.13,13.58,38.31,9.84,2.97,25.18,1148,130.9,72.6,37.1
1.734,83.0,26,Male,4,3,lose_fat,43.68,27.87,23.13,43.67,11.08,3.03,27.6,2506,131.2,291.5,90.6
1.748,68.8,58,Male,2,2,gain_muscle,32.98,16.18,11.13,41.71,9.68,2.96,22.51,2331,135.9,268.2,79.4
1.686,65.1,58,Male,1,2,gain_muscle,28.0,13.7,8.92,39.93,10.9,2.9,22.89,1976,135.8,193.5,73.2
1.804,90.9,19,Male,4,3,gain_muscle,48.0,22.15,20.14,53.93,14.94,5.05,27.93,3727,214.7,421.0,131.6
1.512,46.1,49,Female,1,1,lose_fat,21.97,27.24,12.57,24.09,6.36,2.29,20.17,1100,70.0,125.1,35.5
1.763,75.6,36,Male,3,2,gain_muscle,36.61,11.98,9.05,47.01,15.27,4.25,24.31,2854,152.4,350.3,93.7
1.825,102.8,69,Male,3,3,gain_muscle,45.92,15.12,15.54,62.93,17.59,5.25,30.87,3160,228.4,301.7,115.5
1.804,67.5,30,Male,2,1,maintain,36.41,12.48,8.42,45.16,11.79,3.0,20.72,2235,102.8,286.1,75.5
1.601,53.2,25,Female,2,1,lose_fat,26.34,37.42,19.89,25.24,7.64,2.51,20.74,1121,61.1,134.1,37.8
1.786,69.3,22,Male,2,1,gain_muscle,35.49,16.49,11.42,43.27,11.68,2.87,21.71,2468,124.6,314.6,79.0
1.803,85.0,60,Male,4,2,lose_fat,36.76,17.26,14.68,50.92,13.51,4.07,26.15,2461,152.1,286.5,78.5
1.591,56.6,51,Female,2,1,gain_muscle,21.81,45.0,25.49,23.3,6.75,2.56,22.38,1727,108.6,179.1,64.0
1.703,64.3,28,Female,4,3,lose_fat,32.09,26.73,17.19,33.06,8.5,3.33,22.19,1964,116.9,222.0,67.6
1.634,74.4,67,Male,4,2,gain_muscle,35.17,13.74,10.22,44.31,12.75,3.74,27.85,2737,142.6,351.5,84.5
1.752,73.0,61,Male,4,2,lose_fat,35.57,18.77,13.71,43.23,10.79,3.91,23.81,2181,138.1,254.6,67.8
1.562,67.4,34,Female,3,1,lose_fat,30.06,32.18,21.69,31.77,9.11,3.05,27.61,1595,89.4,191.2,52.5
1.749,62.6,46,Male,1,1,lose_fat,31.31,19.52,12.23,36.46,10.58,3.08,20.49,1291,97.6,118.7,47.3
1.646,75.9,62,Female,2,1,maintain,32.11,27.74,21.04,39.76,11.16,4.03,28.0,1788,121.6,186.4,61.8
1.773,84.5,60,Male,1,2,lose_fat,43.47,33.1,27.97,41.79,11.08,3.69,26.88,1255,124.1,92.2,43.3
1.86,86.9,45,Male,2,1,gain_muscle,41.9,22.66,19.68,48.79,12.0,3.78,25.11,2687,161.1,290.6,97.8
1.573,58.1,49,Female,1,1,lose_fat,24.52,35.52,20.63,27.33,8.12,2.99,23.48,1100,70.9,123.3,35.9
1.748,69.8,62,Male,1,1,gain_muscle,34.73,8.0,5.58,44.11,12.14,3.36,22.83,1949,109.5,235.1,63.4
1.805,70.9,45,Male,2,2,lose_fat,37.01,26.49,18.78,37.79,9.62,3.05,21.76,1701,110.0,183.2,58.7
1.616,66.8,38,Female,3,3,gain_muscle,28.98,24.74,16.54,35.22,10.74,3.32,25.61,2460,143.2,283.0,83.9
1.727,81.0,24,Female,1,2,lose_fat,33.14,32.65,26.45,38.24,10.37,3.46,27.17,1400,111.3,134.5,46.3
1.694,77.8,39,Male,3,1,maintain,33.68,20.56,15.99,43.59,13.0,4.58,27.09,2571,123.8,321.2,87.9
1.647,47.5,27,Female,3,2,gain_muscle,20.34,29.11,13.84,24.83,6.49,2.42,17.52,2157,99.0,281.2,70.7
1.79,79.7,30,Male,1,1,maintain,41.38,24.94,19.88,43.69,12.64,3.23,24.86,2131,103.0,288.0,63.0
1.71,73.1,27,Female,2,2,gain_muscle,33.72,24.49,17.9,40.32,10.4,3.43,24.99,2302,144.6,272.9,70.2
1.718,84.6,41,Male,2,1,gain_muscle,40.28,17.93,15.17,50.09,14.47,4.24,28.65,2550,145.7,288.8,90.2
1.666,80.0,35,Male,1,2,maintain,41.88,17.98,14.39,47.02,11.84,4.0,28.84,2027,138.2,233.6,60.0
1.834,86.0,57,Male,5,1,lose_fat,41.72,18.32,15.76,50.09,13.47,3.78,25.57,2782,148.6,331.4,95.8
1.555,52.7,26,Female,1,1,maintain,20.38,19.65,10.35,29.51,8.64,2.28,21.77,1463,73.7,177.5,50.9
1.904,100.1,18,Male,4,3,lose_fat,50.98,24.58,24.6,51.88,14.93,4.93,27.6,3093,170.6,366.2,105.1
1.699,76.4,55,Female,5,2,maintain,33.04,36.35,27.78,34.98,9.76,3.06,26.49,2647,139.0,316.9,91.5
1.723,79.0,59,Male,1,1,maintain,34.2,8.51,6.72,51.76,13.93,3.5,26.61,1907,121.9,215.1,62.1
1.707,51.5,39,Female,3,2,gain_muscle,23.41,24.58,12.65,28.16,8.22,2.76,17.68,2114,105.8,263.0,71.0
1.622,67.5,19,Female,3,2,lose_fat,28.58,33.86,22.85,32.42,8.86,3.12,25.64,1716,97.3,214.2,52.2
1.838,66.7,28,Male,3,2,lose_fat,29.04,22.59,15.07,38.32,9.03,3.24,19.75,2064,112.8,254.0,66.3
1.601,63.1,41,Female,2,1,maintain,27.09,27.14,17.14,32.67,8.06,3.07,24.64,1765,91.0,218.0,58.8
1.778,84.1,37,Male,3,2,lose_fat,35.49,17.25,14.51,50.06,13.52,3.99,26.62,2340,153.0,246.6,82.4
1.814,61.4,69,Male,4,2,lose_fat,29.81,20.55,12.61,34.87,9.43,3.02,18.66,1974,113.4,231.4,66.1
1.709,81.2,61,Male,5,2,lose_fat,39.66,21.12,17.15,47.26,11.29,3.75,27.82,2491,134.2,305.2,81.5
1.707,87.5,63,Male,2,1,maintain,35.36,25.08,21.94,46.65,13.14,4.15,30.03,2268,117.9,279.5,75.4
1.617,74.1,21,Female,3,1,lose_fat,36.78,34.63,25.67,34.67,10.14,3.34,28.34,1806,93.6,237.8,53.4
